drugA,drugB,meddra,N,type
21601423,21601428,37019321,14,negativo
21604272,21604436,35809054,16,negativo
21602823,21604434,36818646,10,negativo
21603967,21603448,35205025,20,negativo
21601423,21603929,35205388,51,negativo
21601200,21604272,36718298,11,negativo
21600604,21603080,35809054,24,negativo
21603758,21603896,36211181,11,negativo
21603911,21603968,36313153,21,negativo
21601428,21601435,37219905,18,negativo
21600494,21601423,35708154,10,negativo
21603896,21603916,35809327,16,negativo
21603718,21603730,35104877,15,negativo
21603080,21605129,35809054,16,negativo
21603080,21603925,43562936,25,negativo
21603911,21603912,35809104,15,negativo
21602735,21603968,35809243,12,negativo
21604272,21604571,35204948,22,negativo
21600084,21600493,35809243,11,negativo
21603911,21603929,36110708,21,negativo
21603980,21604344,35809054,61,negativo
21601394,21601435,36110715,15,negativo
21604559,40252237,35809327,10,negativo
21603080,21603929,37622529,12,negativo
21601423,21601435,42888943,49,negativo
21600083,21600493,37522220,16,negativo
21602730,21601423,37522220,86,negativo
21601390,21601431,36617309,11,negativo
21602734,21603929,35205038,28,negativo
21602732,21603929,36009894,23,negativo
21600493,21601423,36718132,27,negativo
21600193,21600493,36718440,10,negativo
21602737,21604272,35104074,10,negativo
21602085,21603897,35104177,10,negativo
21602102,21602737,36718537,10,negativo
21603718,21604348,36313476,10,negativo
21601419,21603761,35809120,13,negativo
21603905,21603909,36315486,27,negativo
21602732,21603929,36313176,17,negativo
21603908,21603929,37320158,19,negativo
21604393,21604399,37320212,10,negativo
21601390,21603929,37080784,32,negativo
21604415,21604711,36918858,23,negativo
21600083,21605129,37219907,16,negativo
21604529,21604757,35809327,17,negativo
21604272,21604433,37220005,13,negativo
21601390,21603756,36009895,15,negativo
21602735,21604344,36416606,12,negativo
21603921,21603929,35205025,52,negativo
21602734,21603925,36110649,16,negativo
21600399,21604757,35809076,10,negativo
21600083,21602732,35809054,25,negativo
21604344,21604434,35708208,15,negativo
21601399,21601423,36110874,43,negativo
21603967,21603980,37019358,42,negativo
21602338,21603135,36110887,10,negativo
21600096,21603392,36110591,12,negativo
21602735,21603356,36718132,26,negativo
21601450,21603795,36617295,20,negativo
21604131,21603462,36313594,12,negativo
21604559,21604713,36919235,15,negativo
21602730,21601390,35205230,14,negativo
21603080,21603925,36110888,13,negativo
21604415,21604559,36718220,10,negativo
21602735,21603929,43562937,11,negativo
21601161,21601534,37219868,11,negativo
21604436,21604677,43053854,19,negativo
21602256,21603312,35708202,10,negativo
21604344,21603448,37320197,38,negativo
21602737,21601435,36009955,10,negativo
21602737,21601423,35205038,11,negativo
21604344,21604348,35809115,44,negativo
21604305,21604344,35809054,17,negativo
21603898,21603905,36009738,18,negativo
21603312,1588697,37219907,21,negativo
21603905,21603917,35809323,15,negativo
21604272,21604571,35809243,12,negativo
21602735,21602737,36313524,10,negativo
21602734,21601423,36313436,15,negativo
21602256,21604344,35708093,16,negativo
21602102,21601435,36416563,10,negativo
21600097,21604348,37622449,12,negativo
21603019,21603613,36416501,11,negativo
21601435,21603929,36311923,11,negativo
21601390,21601423,36009876,15,negativo
21602919,43534853,37522181,10,negativo
21603909,21603448,35708044,11,negativo
21604417,21604590,35204966,14,negativo
21601390,21601423,36617416,12,negativo
21601423,21603929,36111047,75,negativo
21601423,21604399,35809327,10,negativo
21604402,21604571,36416500,14,negativo
21602485,21602978,36211303,98,negativo
21604711,21604714,36315381,14,negativo
21601423,21603908,35707930,13,negativo
21604542,21604559,36718201,10,negativo
21600493,21602732,36718119,10,negativo
21601423,21603925,36211190,11,negativo
21603312,21603356,37522220,26,negativo
21601003,21602648,35809243,14,negativo
21604559,21604757,36718347,35,negativo
21603009,21603607,36313524,19,negativo
21603718,21603800,35809054,18,negativo
21602690,21602737,35809005,10,negativo
21604415,21604566,37522220,10,negativo
21602102,21601423,35909594,10,negativo
21600097,21600484,35104877,10,negativo
21601423,21603929,36416526,11,negativo
21603896,21603925,36110642,43,negativo
21600819,21602040,35104100,10,negativo
21604417,21604436,36718321,15,negativo
21600083,21602485,35909443,68,negativo
21602734,21603718,36009891,10,negativo
21601431,21603896,37320212,10,negativo
21601423,21601435,35104199,52,negativo
21600083,21602737,35708208,24,negativo
21603908,21603929,35809083,16,negativo
21602256,21603909,36516786,25,negativo
21600083,21600493,35104691,14,negativo
21602732,21603896,42889647,22,negativo
21601518,21603549,37219868,17,negativo
21602256,21603911,37521035,14,negativo
21600096,21600816,35809076,14,negativo
21604344,21603448,35809327,26,negativo
21604399,21604436,36776613,45,negativo
21601423,21603929,35104826,11,negativo
21602735,21603756,37019292,16,negativo
21601129,21603909,37219907,13,negativo
21601431,21603718,35809327,26,negativo
21601423,21603929,35909572,14,negativo
21601003,21602648,35708093,48,negativo
21604559,21604571,35204948,19,negativo
21603312,21603392,36110591,14,negativo
21602102,21603718,35809207,22,negativo
21602734,21603732,35104877,19,negativo
21600663,21602256,36110649,47,negativo
21600083,21603356,35809079,11,negativo
21600096,21604433,37220005,14,negativo
21602485,21602732,36211303,14,negativo
21603160,21603161,36312538,11,negativo
21604399,21604431,36718179,15,negativo
21603967,21603980,36211474,10,negativo
21604393,21604425,35809059,14,negativo
21601423,21603929,35707920,18,negativo
21601390,21603929,35205240,23,negativo
21604272,21604571,35205038,11,negativo
21602338,21601399,35707751,14,negativo
21603288,21603356,36516959,11,negativo
21603164,21603173,35708208,10,negativo
21602102,21602737,37219810,23,negativo
21601390,21603718,35843700,12,negativo
21603851,21603929,37622449,12,negativo
21600493,21604857,35708154,20,negativo
21602102,21603732,35104877,22,negativo
21602898,21603917,36416500,13,negativo
21600084,21602338,35708093,17,negativo
21604562,21604757,36919068,11,negativo
21603897,21603925,37080784,12,negativo
21605014,21603525,36211491,13,negativo
21601129,21603929,36110715,21,negativo
21600448,21602648,35809072,13,negativo
21601003,21600449,37220014,14,negativo
21600083,21600493,35809079,12,negativo
21602730,21603718,35707713,14,negativo
21601423,21603924,37019318,19,negativo
21604348,21605129,36110597,12,negativo
21604711,40252237,35809327,10,negativo
21600096,21603925,35708202,11,negativo
21602898,21603980,35809054,17,negativo
21602085,21603131,36211179,17,negativo
21602256,21601423,36110534,17,negativo
21602256,21603911,35607345,17,negativo
21602256,21603911,36110678,23,negativo
21601518,21603925,35809054,24,negativo
21602485,21603965,37219871,10,negativo
21602734,21603925,35708093,44,negativo
21604562,21604714,35809076,14,negativo
21603967,21603980,37219868,11,negativo
21604415,21604655,42889647,22,negativo
21602256,21601423,36718132,66,negativo
21602735,21601435,35809054,41,negativo
21600494,21601423,35909508,12,negativo
21603921,21603929,36517125,40,negativo
21602732,21604402,35205345,10,negativo
21604344,21603448,35708628,13,negativo
21600816,21603019,42889536,10,negativo
21604434,21605129,35809054,10,negativo
21604431,21604718,35506601,11,negativo
21601399,21601423,36110974,11,negativo
21604516,21604571,35809327,19,negativo
21602102,21601435,35809310,14,negativo
21603911,21603968,35809005,35,negativo
21601428,21601429,35809054,11,negativo
21600493,21604344,35809207,15,negativo
21601129,21602732,35809327,10,negativo
21604415,21604436,35809077,11,negativo
21600493,21601390,36718132,17,negativo
21600965,21600234,35708154,10,negativo
21601390,21605269,36718132,11,negativo
21604559,21604563,36919046,34,negativo
21600664,21602256,36416514,14,negativo
21603732,21603749,35809327,17,negativo
21602102,21603929,37219907,15,negativo
21604272,21604436,35204948,15,negativo
21601428,21603732,36516749,13,negativo
21602485,21602823,35205185,10,negativo
21604440,21604566,36776613,17,negativo
21604393,21604643,35708344,14,negativo
21601390,21603924,36009895,88,negativo
21601390,21601407,35104877,17,negativo
21602737,21601390,35909511,16,negativo
21601518,21604562,42889636,12,negativo
21602730,21602735,35909624,10,negativo
21604344,21604348,36718433,13,negativo
21601518,21604344,36718132,10,negativo
21602485,21604348,36919046,25,negativo
21602730,21601423,37219905,13,negativo
21603980,21604431,35809243,12,negativo
21602338,21603718,36009891,14,negativo
21603945,21603641,36416606,16,negativo
21601003,21600449,37622449,13,negativo
21600395,21604434,36818646,10,negativo
21604425,21604436,35708208,23,negativo
21601435,21603925,35708154,10,negativo
21602485,21602823,35708202,14,negativo
21602102,21603777,36416595,16,negativo
21600604,21601911,35708171,11,negativo
21603288,21603356,36919042,14,negativo
21604422,21604433,35909508,12,negativo
21602102,21602737,36718555,26,negativo
21600083,21603968,36516812,15,negativo
21600965,21600994,35809054,14,negativo
21600816,21602919,36316012,11,negativo
21604559,21604762,36918918,13,negativo
21603718,21603929,36110974,10,negativo
21602735,21603917,35708202,47,negativo
21604191,21604393,37622449,10,negativo
21601911,21603927,36315575,10,negativo
21602256,21601423,36416514,19,negativo
21601423,21603896,36110874,18,negativo
21602734,21603756,37219907,12,negativo
21600097,21602485,37521342,13,negativo
21601423,21604348,36416595,10,negativo
21602734,21603718,35104236,23,negativo
21601003,21600449,36111004,10,negativo
21604559,21604655,45885696,12,negativo
21604712,21603448,36311923,12,negativo
21603718,21603924,36110888,12,negativo
21600493,21604434,35708154,17,negativo
21600493,21600816,35809076,15,negativo
21603288,21603312,36211496,18,negativo
21604422,21604431,35809330,10,negativo
21601394,21603929,35737628,14,negativo
21603082,21603448,35708093,10,negativo
21604431,21604571,36776613,12,negativo
21601129,21604431,35205305,19,negativo
21602096,21604857,36718298,10,negativo
21601390,21603718,36718123,10,negativo
21603080,21604857,35708202,14,negativo
21602732,21601435,36110062,10,negativo
21600747,21604436,37622449,13,negativo
21604344,21604590,36110540,11,negativo
21601390,21603732,35205230,21,negativo
21602732,21604393,36416500,13,negativo
21603175,21603897,37622529,10,negativo
21600816,21602256,35707866,13,negativo
21600575,1588697,37522181,10,negativo
21604544,21604711,36211492,15,negativo
21603160,21603161,35104883,28,negativo
21602256,21603864,37521618,12,negativo
21600083,21602485,35909441,16,negativo
21603911,21604714,35809327,12,negativo
21600083,21604425,36776613,13,negativo
21601390,21601423,36718449,11,negativo
21604562,21604714,36718301,10,negativo
21600493,21602102,37219907,10,negativo
21601518,21602732,35104165,15,negativo
21600965,21602653,37219867,18,negativo
21603908,21603909,43053882,25,negativo
21603908,21603911,37420551,10,negativo
21603356,21603448,35708202,15,negativo
21602730,21604348,35809207,10,negativo
21604559,21604888,36718267,10,negativo
21601431,21603756,36110874,14,negativo
21604436,21604440,35204966,20,negativo
21602921,21604642,43053854,11,negativo
21600100,21602485,35708208,25,negativo
21604559,21604562,36919149,26,negativo
21604516,21604559,35809327,54,negativo
21601423,21603929,36718237,10,negativo
21603074,21603082,35104877,13,negativo
21601390,21603924,35708093,22,negativo
21600994,21602648,36110642,12,negativo
21602732,21604440,37622449,10,negativo
21603967,21603980,35607031,40,negativo
21600965,21602648,35708208,31,negativo
21602485,21604718,36211303,38,negativo
21600098,21604344,35809054,20,negativo
21603009,21603607,36718500,15,negativo
21602338,21603082,37019318,11,negativo
21603911,21603912,35809327,60,negativo
21601518,21602648,35909508,11,negativo
21602978,21604344,35809054,12,negativo
21604415,21604431,35708208,14,negativo
21603756,21603912,36009833,19,negativo
21601428,21603800,35104113,10,negativo
21604051,21603641,36919236,29,negativo
21603980,21604711,36919230,19,negativo
21602256,21603911,35708063,39,negativo
21601390,21601423,45885904,15,negativo
21601390,21603718,36315486,10,negativo
21603392,21605129,35205029,11,negativo
21603756,21603921,788653,10,negativo
21603980,21604260,35809243,10,negativo
21604559,21604757,36718220,18,negativo
21602730,21603718,36617295,16,negativo
21603009,21604131,35809054,10,negativo
21604348,21603448,35607306,16,negativo
21603732,21603748,35909508,11,negativo
21604344,21603448,35809131,19,negativo
21603163,21603164,36314099,17,negativo
21602338,21602735,37080784,26,negativo
21602734,21603924,36009895,17,negativo
21602485,21604857,36211303,33,negativo
21603967,21604344,36313091,10,negativo
21604417,21604422,36919059,30,negativo
21602338,21603897,35708093,20,negativo
21601390,21603896,36110591,12,negativo
21603925,21605269,35809054,11,negativo
21600083,21600448,35708208,13,negativo
21602734,21603718,35104868,38,negativo
21602338,21603756,43562827,12,negativo
21600083,21603312,36110597,18,negativo
21602485,21602978,35205185,18,negativo
21604437,21604440,36776613,30,negativo
21601161,21604348,36313534,10,negativo
21600083,21603448,35809082,10,negativo
21604422,21604431,35104746,32,negativo
21602735,21601435,36416501,15,negativo
21601518,21604272,36416501,26,negativo
21600816,21602690,42889379,11,negativo
21603896,21603925,36416487,11,negativo
21602504,21604562,37119545,19,negativo
21602338,21601399,35909571,12,negativo
21603896,21603897,45885904,10,negativo
21603967,21604348,45885570,14,negativo
21600493,21603448,36009711,10,negativo
21604543,21604544,36718175,13,negativo
21604559,21604562,36776613,13,negativo
21601423,21603929,43054174,12,negativo
21601390,21603756,36110597,20,negativo
21603800,21603929,36009756,22,negativo
21601045,21604348,35809054,11,negativo
21600493,21604571,35809115,10,negativo
21600493,21604260,35809054,27,negativo
21603080,21603929,36009891,11,negativo
21604544,21604712,36918945,13,negativo
21600096,21600111,35909443,10,negativo
21601423,21603929,37521018,14,negativo
21603080,21603718,35708093,19,negativo
21601670,21604434,42890557,11,negativo
21602730,21603800,35104113,14,negativo
21601423,21603908,36516802,17,negativo
21604422,21604559,36919149,13,negativo
21603009,21603607,35708154,58,negativo
21603967,21604348,37622449,10,negativo
21601423,21603929,36110708,88,negativo
21603160,21603173,42889636,42,negativo
21601003,21600449,36314117,36,negativo
21604543,21604571,35809076,13,negativo
21602735,21603921,35809327,66,negativo
21600493,21602737,36313176,11,negativo
21601428,21601435,35707991,10,negativo
21602735,21601423,36416563,12,negativo
21602256,21603929,35606985,13,negativo
21604571,21604714,36718132,12,negativo
21604559,21604760,36718370,10,negativo
